song_id,song_name,billboard,artist_updated,artist_id,popularity,explicit,song_type
6DaE3A1uIvDqVrVSNvUy6B,Grass Ain't Greener,Chris Brown,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,59,TRUE,Solo
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,twenty one pilots,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,81,FALSE,Solo
27PmvZoffODNFW2p7ehZTQ,Don't Mind,Kent Jones,Kent Jones,3jHBxvZ9gbBkZ17wKUqVsO,66,TRUE,Solo
1CwNogTShsnsn1C8UhRmYX,Rise,Katy Perry,Katy Perry,6jJ0s89eD6GaHleKKya26X,64,FALSE,Solo
3JffB4CABj9lA0NC63kbCp,She's Got a Way with Words,Blake Shelton,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,56,FALSE,Solo
3NxAG2ni1lLa8RKL6a0INc,Childs Play,Drake,Drake,3TVXtAsR1Inumwj472S9r4,64,TRUE,Solo
0O1x2tRm8ZpfDbcpOWZp7z,American Country Love Song,Jake Owen,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,63,FALSE,Solo
0lnIJmgcUpEpe4AZACjayW,Sorry,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,72,TRUE,Solo
0lQJBl9YEsoMtE8D4yTE9g,From the Ground Up,Dan + Shay,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,66,FALSE,Solo
7KxhSJOYiqCDclXDBNlFSZ,Kill Em With Kindness,Selena Gomez,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,67,FALSE,Solo
19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,70,TRUE,Solo
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,DNCE,6T5tfhQCknKG4UnH90qGnz,78,TRUE,Solo
6BbINUfGabVyiNFJpQXn3x,Wicked,Future,Future,1RyvyyTE3xzB2ZywiAwp0i,60,TRUE,Solo
55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,Young Thug,Young Thug,50co4Is1HCEo8bhOyUWKpn,65,TRUE,Solo
5fSPbm5lcwtqwXkeQQswW8,Record Year,Eric Church,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,66,FALSE,Solo
67citk3uzWs5qbaIVKTeg8,Church Bells,Carrie Underwood,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,64,FALSE,Solo
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,80,FALSE,Solo
19YKaevk2bce4odJkP5L22,Nikes,Frank Ocean,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,69,TRUE,Solo
2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,74,TRUE,Solo
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,74,FALSE,Solo
35xSkNIXi504fcEwz9USRB,Solo,Frank Ocean,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,66,TRUE,Solo
7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,75,TRUE,Solo
7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,MadeinTYO,MadeinTYO,5SyGEPymt1G2uto47tVWvZ,64,TRUE,Solo
6iaJUPHLONFJ02RTeaMuy8,Hit or Miss,Jacob Sartorius,Jacob Sartorius,6czdbISBoxGckbBX8F4m8L,48,FALSE,Solo
6gXuwld0PRtinePSXV2Vn1,Fix,Chris Lane,Chris Lane,68abRTdO4meYReMWHvBYb0,58,FALSE,Solo
7ciLq0Cip0yxiz6KANrOUq,Toothbrush,DNCE,DNCE,6T5tfhQCknKG4UnH90qGnz,70,FALSE,Solo
5aPGxR67OwJmu1eEsErW5e,Lights Come On,Jason Aldean,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,40,FALSE,Solo
5PNcJn4oFNvlRfrZBHfqWh,Castaway,Zac Brown Band,Zac Brown Band,6yJCxee7QumYr820xdIsjo,62,FALSE,Solo
0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,Galantis,4sTQVOfp9vEMCemLw50sbu,71,FALSE,Solo
7c46IFYepx7IcebqEp0GHM,Wasted Time,Keith Urban,Keith Urban,0u2FHSq3ln94y5Q57xazwf,40,FALSE,Solo
3nnG7AM9QopHVPEuLX3Khk,Let It Go,James Bay,James Bay,4EzkuveR9pLvDVFNx6foYD,72,FALSE,Solo
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,78,FALSE,Solo
4ly1QBXEwYoDmje9rmEgC4,Head Over Boots,Jon Pardi,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,72,FALSE,Solo
2YSbHu9XF4bNYWt3MnIhgE,Bohemian Rhapsody,Panic! At The Disco,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,62,FALSE,Solo
6BOtDFg6GJm0rPUDuNmx57,Wake Up,Fetty Wap,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,56,TRUE,Solo
0dbzWSYpMcRtwjI1S7Pkql,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,66,FALSE,Solo
6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,Flo Rida,0jnsk9HBra6NMjO2oANoPY,74,FALSE,Solo
7l94dyN2hX9c6wWcZQuOGJ,Dangerous Woman,Ariana Grande,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,76,FALSE,Solo
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,76,FALSE,Solo
3IpG4SvqxHmbZslvDSIIZP,Brand New,Ben Rector,Ben Rector,4AapPt7H6bGH4i7chTulpI,63,FALSE,Solo
46jLy47W8rkf8rEX04gMKB,Wherever I Go,OneRepublic,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,63,FALSE,Solo
4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,Ruth B,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,75,FALSE,Solo
3Z7mlFcLRRA4CYJOF8XVhn,Girls Talk Boys,5 Seconds Of Summer,Music Box Mania,37tDZAbgcfTyqn6JZdTjaz,0,FALSE,Solo
7xrA11O07xo57Bbg6p4hck,Body Say,Demi Lovato,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,62,FALSE,Solo
0l0CvurVUrr2w3Jj1hOVFc,NO,Meghan Trainor,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,67,FALSE,Solo
3osQ5lSSqZb8HWRozdbVPw,M.I.L.F. $,Fergie,Fergie,3r17AfJCCUqC9Lf0OAc73G,61,TRUE,Solo
5y2pNuAvWcPKiORZ12e44S,Night's On Fire,David Nail,David Nail,4DZGvSv2oMkBUnPz67E6z6,60,FALSE,Solo
5NORWMFC27ywGSZxi8uquP,Ophelia,The Lumineers,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,68,FALSE,Solo
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,Zayn,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,75,TRUE,Solo
6jaywaMM3ieLkZxPSFyS9C,T-Shirt,Thomas Rhett,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,47,FALSE,Solo
0XN2BcoaKE4Z2hnq1ZeDY1,Noise,Kenny Chesney,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,53,FALSE,Solo
1N7qGCKRRnvjoy8MGyHgpS,Came Here to Forget,Blake Shelton,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,59,FALSE,Solo
44TuSOP6xIAEeJmZsN3nXO,Bored To Death,Blink-182,blink-182,6FBDaR13swtiWwGhX1WQsP,61,FALSE,Solo
0PJIbOdMs3bd5AT8liULMQ,oui,Jeremih,Jeremih,3KV3p5EY4AvKxOlhGHORLg,72,FALSE,Solo
0PAj9Y5kFEzhGeWkockoxv,Wild Things,Alessia Cara,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,63,FALSE,Solo
1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,Disturbed,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,72,FALSE,Solo
433P7tDcIAi6NLnf4Sh6tI,Still Here,Drake,Drake,3TVXtAsR1Inumwj472S9r4,61,TRUE,Solo
5NFYuqu8V6QXc6mzcLImd6,Hype,Drake,Drake,3TVXtAsR1Inumwj472S9r4,60,TRUE,Solo
2c8sgbZoEanC3QyFNZxUcA,Flexicution,Logic,Logic,4xRYI6VqpkE3UwrDrAZL8L,65,TRUE,Solo
10I3CmmwT0BkOVhduDy53o,Really Really,Kevin Gates,Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,68,TRUE,Solo
1N3dZ7TTWO6VcD4Y3hHYLZ,Try Everything,Shakira,Shakira,0EmeFodog0BfCgMzAIvKQp,66,FALSE,Solo
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,Red Hot Chili Peppers,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,71,FALSE,Solo
0wdKiSBUT7aZkXUIdJWcwC,2 Phones,Kevin Gates,Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,68,TRUE,Solo
4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,Tim McGraw,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,66,FALSE,Solo
7IYU41rxDOremaBZi0vEMn,What the World Needs Now Is Love,Broadway For Orlando,Broadway for Orlando,6For8X8tvxvDol46ZOQrtr,13,FALSE,Solo
2I5ao7JannZZMlweLTz0hO,Ain't No Stopping Us Now,Kane Brown,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,52,FALSE,Solo
0UHB9METy4VCXNgkcGqHqS,Kiss It Better,Rihanna,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,64,TRUE,Solo
43PuMrRfbyyuz4QpZ3oAwN,Exchange,Bryson Tiller,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,76,TRUE,Solo
5CG9Ps5ynNjpKJHmwc95pa,Somewhere On A Beach,Dierks Bentley,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,66,FALSE,Solo
0B3LaidsxjnBTUlKgKQQe5,Sweatshirt,Jacob Sartorius,Jacob Sartorius,6czdbISBoxGckbBX8F4m8L,50,FALSE,Solo
7gHs73wELdeycvS48JfIos,Faded,Alan Walker,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,75,FALSE,Solo
1LM5zQv5pBKPyO7rm7Uz6U,My Church,Maren Morris,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,66,FALSE,Solo
7I5fYc4qKJddht8Ozhqqdx,Snapback,Old Dominion,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,64,FALSE,Solo
2MNapHbu7QASoukvVVIxyr,Mind Reader,Dustin Lynch,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,60,FALSE,Solo
6g0Orsxv6glTJCt4cHsRsQ,Formation,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,74,TRUE,Solo
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,Drake,Drake,3TVXtAsR1Inumwj472S9r4,64,TRUE,Solo
2NELtMgQ8HSdrGrYQPLnC3,Piece by Piece,Kelly Clarkson,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,57,FALSE,Solo
5htB2gxndGHrLb09x1Q3Vp,Moolah,Young Greatness,Young Greatness,6eUSUma6IbsuvfAs9c0Kti,52,TRUE,Solo
0nhBKubnVz9yFNNprBniWz,YOUTH,Troye Sivan,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,67,FALSE,Solo
2SIN7qUVEY1vCuuxp76VQ9,My Boo,"('My Boo', ""Ghost Town DJ's"")",Ghost Town DJ,6q3SdY5D2t8g04pEk6eNLO,42,FALSE,Solo
5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,Jason Derulo,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,59,FALSE,Solo
1C7KSXR2GVxknex6I4ANco,9,Drake,Drake,3TVXtAsR1Inumwj472S9r4,58,TRUE,Solo
37R0bQOQj5a7DOqh1TGzvB,One Call Away,Charlie Puth,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,69,FALSE,Solo
03L2AoiRbWhvt7BDMx1jUB,U With Me?,Drake,Drake,3TVXtAsR1Inumwj472S9r4,58,TRUE,Solo
4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,Drake,Drake,3TVXtAsR1Inumwj472S9r4,65,TRUE,Solo
4cRBqWBjuccCowYVHFlXK6,Redemption,Drake,Drake,3TVXtAsR1Inumwj472S9r4,62,TRUE,Solo
3zkWCteF82vJwv0hRLba76,Stitches,Shawn Mendes,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,75,FALSE,Solo
3pXF1nA74528Edde4of9CC,Don't,Bryson Tiller,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,75,TRUE,Solo
4PA16FAl8LPmFmOhARawdV,Weston Road Flows,Drake,Drake,3TVXtAsR1Inumwj472S9r4,57,TRUE,Solo
7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,Drake,Drake,3TVXtAsR1Inumwj472S9r4,55,TRUE,Solo
2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,70,FALSE,Solo
6KCUliK0a3lHcMiGaqNdHR,I Like The Sound Of That,Rascal Flatts,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,53,FALSE,Solo
6IFPfV8PNSYOmufzQ95hmm,Confession,Florida Georgia Line,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,61,FALSE,Solo
2bocAPQcUTLUXx8lAOTiK3,Team,Iggy Azalea,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,60,TRUE,Solo
7oAuqs6akGnPU3Tb00ZmyM,All Night,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,67,FALSE,Solo
71OvX5NNLrmz7rpq1ANTQn,Daddy Lessons,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,68,FALSE,Solo
7rLDARtJALM7QdiJDMXW7m,Pray You Catch Me,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,64,FALSE,Solo
2FNPJWVdGxYhWaotd6rULS,Sandcastles,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,64,TRUE,Solo
2RQAG0wQt35UzAPEyVJFWN,Love Drought,Beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,63,FALSE,Solo
2ZRJRe82aZaVhOKKlbJr4v,Summer Sixteen,Drake,Drake,3TVXtAsR1Inumwj472S9r4,51,TRUE,Solo
54X78diSLoUDI3joC2bjMz,Purple Rain,Prince And The Revolution,Prince,5a2EaR3hamoenG9rDuVn8j,73,FALSE,Solo
51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,Prince,5a2EaR3hamoenG9rDuVn8j,68,FALSE,Solo
4iozhXt27eMl39W5z7R8H6,Little Red Corvette,Prince,Prince,5a2EaR3hamoenG9rDuVn8j,53,TRUE,Solo
62LJFaYihsdVrrkgUOJC05,Kiss,Prince And The Revolution,Prince,5a2EaR3hamoenG9rDuVn8j,72,FALSE,Solo
0QeI79sp1vS8L3JgpEO7mD,Let's Go Crazy,Prince And The Revolution,Prince,5a2EaR3hamoenG9rDuVn8j,60,TRUE,Solo
2H7PHVdQ3mXqEHXcvclTB0,1999,Prince,Prince,5a2EaR3hamoenG9rDuVn8j,66,FALSE,Solo
5jSz894ljfWE0IcHBSM39i,Raspberry Beret,Prince And The Revolution,Prince,5a2EaR3hamoenG9rDuVn8j,67,FALSE,Solo
6fBwVe6udYdnRqwqo06if8,I Would Die 4 U,Prince And The Revolution,Prince,5a2EaR3hamoenG9rDuVn8j,58,FALSE,Solo
0OfzPUxPzxpI6ndQOTXbdg,Jumpman,Drake & Future,BeatRunnaz,7vtnVU0zOWlN9R4OOz0IjC,2,FALSE,Solo
6dlpABcXrQKRU9G00i6Zba,Back To Sleep,Chris Brown,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,63,TRUE,Solo
63thx7OANplv4I4BQsanHk,You Should Be Here,Cole Swindell,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,62,FALSE,Solo
61uyGDPJ06MkxJtHgPmuyO,Company,Justin Bieber,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,69,FALSE,Solo
7uJH0YdSZL6psjxI6Xy08b,Acquainted,The Weeknd,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,68,TRUE,Solo
2l1fWY1albInvAG9t8WP2p,That Don't Sound Like You,Lee Brice,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,57,FALSE,Solo
3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,Selena Gomez,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,67,FALSE,Solo
4sPmO7WMQUAf45kwMOtONw,Hello,Adele,Adele,4dpARuHxo51G3z768sgnrY,69,FALSE,Solo
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,79,TRUE,Solo
0qAIiGFKLdV1xpNlEhjpq8,New Romantics,Taylor Swift,Taylor Swift,06HL4z0CvFAxyc27GXpf02,57,FALSE,Solo
1jNNHFZmRGXZFHlil5uhei,Drunk on Your Love,Brett Eldredge,Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz,63,FALSE,Solo
4AumKAnMygP1baZGTZrRdp,Little Bit of You,Chase Bryant,Chase Bryant,7io3MyhMxDZoBYXp4rlRFA,55,FALSE,Solo
7KLB6Jptw9wyQXkSLiO8qh,Might Be,DJ Luke Nasty,DJ Luke Nasty,1yZwlOVsfrp4wb6d29KkGM,53,TRUE,Solo
1Wsbr1d2BouNGk2q92mIj7,Pt. 2,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,64,TRUE,Solo
7s49Um7G06hq2rulrHPsIy,Jimmy Choo,Fetty Wap,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,53,TRUE,Solo
6uTb5oNK9RkTjxmh73W7MG,Die A Happy Man,Thomas Rhett,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,61,FALSE,Solo
4WRRCuJYRq7gUKiupxVH9W,Nobody To Blame,Chris Stapleton,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,62,FALSE,Solo
3nAq2hCr1oWsIU54tS98pL,Waves,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,70,TRUE,Solo
1eQBEelI2NCy7AUTerX0KS,Ultralight Beam,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,68,TRUE,Solo
6od5hFv9IT5JHc7NEF9HRv,Victorious,Panic! At The Disco,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,67,FALSE,Solo
0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,Drake,3TVXtAsR1Inumwj472S9r4,74,FALSE,Solo
7IWkJwX9C0J7tHurTD7ViL,When We Were Young,Adele,Adele,4dpARuHxo51G3z768sgnrY,70,FALSE,Solo
33JcUj9qQDayKswunZP9ar,Best Friend,Young Thug,Young Thug,50co4Is1HCEo8bhOyUWKpn,63,TRUE,Solo
30Zcjs7pgEkmJA1lEbGSWT,FML,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,65,TRUE,Solo
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Chris Stapleton,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,75,FALSE,Solo
66Q3fAmSX5eHamgbKa9alP,Real Friends,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,65,TRUE,Solo
0vcfOQOvTCv8ckiRs8Xc1Z,Beautiful Drug,Zac Brown Band,Zac Brown Band,6yJCxee7QumYr820xdIsjo,60,FALSE,Solo
05BgC2247XGi8ySwBzOO0o,Heartbeat,Carrie Underwood,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,57,FALSE,Solo
49fT6owWuknekShh9utsjv,Feedback,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,59,TRUE,Solo
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,76,FALSE,Solo
2Gyc6e2cLxA5hoX1NOvYnU,Say It,Tory Lanez,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,69,TRUE,Solo
6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Post Malone,Post Malone,246dkjvS1zLTtiykXe5h60,78,TRUE,Solo
1zWMf9bVyhY5W3ZORbjNWt,LIKE I WOULD,Zayn,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,61,FALSE,Solo
3kSXn1osC89W8JcPLozTzs,Stand By You,Rachel Platten,Rachel Platten,3QLIkT4rD2FMusaqmkepbq,62,FALSE,Solo
0tISnxqgVmxqhVghsTi2Rr,With Them,Young Thug,Young Thug,50co4Is1HCEo8bhOyUWKpn,57,TRUE,Solo
4cg1yakyRSIOjxKM2I7J1q,Digits,Young Thug,Young Thug,50co4Is1HCEo8bhOyUWKpn,67,TRUE,Solo
6Wytqpe4mfmyeT8s1xbczG,Something In The Way You Move,Ellie Goulding,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,54,FALSE,Solo
5ViT05yjdBQgPOwckL762B,Make Me Like You,Gwen Stefani,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,48,FALSE,Solo
6f5TuB9WtbA1g49A4DcMQ4,Be Alright,Ariana Grande,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,69,FALSE,Solo
6QzJcnl5cvlDHVrx9mhE99,Hide Away,Daya,Daya,6Dd3NScHWwnW6obMFbl1BH,62,FALSE,Solo
664gdARxaClFsoF5SXKOws,Here,Alessia Cara,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,65,FALSE,Solo
6ZANrVuAMp2rpjhfbOuJly,Same Old Love,Selena Gomez,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,65,FALSE,Solo
70eDxAyAraNTiD6lx2ZEnH,Ex's & Oh's,Elle King,Elle King,3bhu7P5PfngueRHiB9hjcx,70,FALSE,Solo
25KybV9BOUlvcnv7nN3Pyo,In The Night,The Weeknd,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,67,TRUE,Solo
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,73,FALSE,Solo
6naYpFIKihKbGg6lGxpveI,Backroad Song,Granger Smith,Granger Smith,4sTFGCigAQIUiEy8wSSQNF,62,FALSE,Solo
16bHRxM89ue0TiCKARYbRp,Sorry Not Sorry,Bryson Tiller,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,62,TRUE,Solo
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,77,FALSE,Solo
7JnorPtXApoUw2AuJUGLY1,We Went,Randy Houser,Randy Houser,56x8mYvS3cyDGAi8N2FxbB,58,FALSE,Solo
6dg9Tceo2JpMgAKiNyLpKK,Break On Me,Keith Urban,Keith Urban,0u2FHSq3ln94y5Q57xazwf,37,FALSE,Solo
22DKsoYFV5npPXmnPpXL7i,Watch Out,2 Chainz,2 Chainz,17lzZA2AlOHwCwFALHttmp,60,TRUE,Solo
1dl3vuXJS9anUXE7XnNP75,Get Ugly,Jason Derulo,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,63,TRUE,Solo
1wHZx0LgzFHyeIZkUydNXq,Antidote,Travis Scott,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,73,TRUE,Solo
6dtWKqqdveI3YvdYJQKWWn,iT's YoU,Zayn,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,59,TRUE,Solo
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,70,FALSE,Solo
0bCCGLHflR08UVA6oJJc8I,Til It Happens To You,Lady Gaga,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,55,FALSE,Solo
5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,Empire Of The Sun,Empire of the Sun,67hb7towEyKvt5Z8Bx306c,70,FALSE,Solo
0HMjXBAZmSYOTTi33WpMso,History,One Direction,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,71,FALSE,Solo
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,Taylor Swift,Taylor Swift,06HL4z0CvFAxyc27GXpf02,71,FALSE,Solo
6FWrlXo99QRmPtOeUSWDjv,Dibs,Kelsea Ballerini,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,57,FALSE,Solo
0qUnBLZ8bJqUNEeQgayL9t,Out Of The Woods,Taylor Swift,Taylor Swift,06HL4z0CvFAxyc27GXpf02,61,FALSE,Solo
20n5AhSbetBMt6Xbrm4fa7,Look At My Dab,Migos,Migos,6oMuImdp5ZcFhWP0ESe6mG,42,TRUE,Solo
21jkhW2773dELgTMRJcMfI,I Love This Life,LOCASH,LOCASH,5IcGbIAgdns0R5EJKHMjCQ,59,FALSE,Solo
7aftSOGSOpSoIlVAQVBb71,Break Up In A Small Town,Sam Hunt,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,67,FALSE,Solo
5a7NdkF09AfD0H607eiOkX,On My Mind,Ellie Goulding,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,63,FALSE,Solo
0Mn3amMRMoabaoTf1Publ4,Confident,Demi Lovato,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,73,TRUE,Solo
23EkfwUdsRIz7jAZIcC8gb,Stay A Little Longer,Brothers Osborne,Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,62,FALSE,Solo
1wMALZpuqAy7amQsFBWQ8m,All I Ask,Adele,Adele,4dpARuHxo51G3z768sgnrY,68,FALSE,Solo
3gHc5XTAywdFQUsHS6DD7G,Good To Be Alive (Hallelujah),Andy Grammer,Andy Grammer,2oX42qP5ineK3hrhBECLmj,58,FALSE,Solo
3znPiywA0q1VK2jgAZFDoI,Irresistible,Fall Out Boy,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,62,FALSE,Solo
0z9hbAY5d0RhmvZr3DWMPK,Do It Like Me,DLOW,DLOW,2wr9il91kGyzsfs4ypVr02,46,FALSE,Solo
3mg29Lwvo673TkDhE3kB9W,Dessert,Dawin,Dawin,46GXASE9LHzyssNqKOInUu,58,FALSE,Solo
1mExCoXAGKI6abLGXoG7O3,Die a Happy Man,Nelly,Nelly,2gBjLmx6zQnFGQJCAQpRgw,48,FALSE,Solo
6EdSZmWCQJfO8T66x9VCID,Whisper,Chase Rice,Chase Rice,6pBNfggcZZDCmb0p92OnGn,46,FALSE,Solo
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,79,TRUE,Solo
3ESSGgWzRf1xvP7G5hHMhB,Again,Fetty Wap,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,64,TRUE,Solo
